transaction_id,account_id,transaction_date,transaction_type,transaction_amount,channel,merchant_category,description,post_date,currency_code
H000017588,A00000220,2024-01-27,PMT,1062.36,ONLINE,5912,PMT ATM REF941685,2024-01-27,USD
H000017589,A00000220,2024-01-27,CHG,3,ONLINE,6011,CHG ATM REF663344,2024-01-27,USD
H000017590,A00000224,2024-01-27,PMT,951.24,ATM,5541,PMT ATM REF990549,2024-01-27,USD
H000017591,A00000224,2024-01-27,CHG,35,BRANCH,0000,CHG ONLINE REF135803,2024-01-27,USD
H000017592,A00000227,2024-01-27,TRF,-176.4,WIRE,5812,TRF ACH REF479086,2024-01-27,USD
H000017593,A00000229,2024-01-27,WDR,299.9,ACH,4900,WDR BRANCH REF336855,2024-01-27,USD
H000017594,A00000242,2024-01-27,TRF,-117.48,ATM,5541,TRF WIRE REF231602,2024-01-27,USD
H000017595,A00000245,2024-01-27,WDR,53.13,ACH,5912,WDR MOBILE REF253665,2024-01-27,USD
H000017596,A00000245,2024-01-27,DEP,93.9,POS,7011,DEP WIRE REF961357,2024-01-27,USD
H000017597,A00000249,2024-01-27,REV,286.78,WIRE,5541,REV WIRE REF400584,2024-01-27,USD
H000017598,A00000266,2024-01-27,FEE,3,MOBILE,6011,FEE ATM REF317237,2024-01-27,USD
H000017599,A00000268,2024-01-27,DEP,97.51,ATM,0000,DEP ONLINE REF756489,2024-01-28,USD
H000017600,A00000268,2024-01-27,DEP,278.88,POS,6011,DEP BRANCH REF582673,2024-01-27,USD
H000017601,A00000270,2024-01-27,CHG,3,BRANCH,7011,CHG ATM REF204514,2024-01-27,USD
H000017602,A00000278,2024-01-27,TRF,-25.77,POS,5912,TRF ACH REF827044,2024-01-27,USD
H000017603,A00000279,2024-01-27,CHG,12,ATM,5411,CHG MOBILE REF202738,2024-01-27,USD
H000017604,A00000281,2024-01-27,TRF,29.31,MOBILE,7011,TRF ONLINE REF753999,2024-01-27,USD
H000017605,A00000289,2024-01-27,DEP,6.51,POS,5411,DEP MOBILE REF684817,2024-01-27,USD
H000017606,A00000290,2024-01-27,PMT,1603.61,ONLINE,5812,PMT ACH REF592540,2024-01-27,USD
H000017607,A00000293,2024-01-27,PMT,3106.47,POS,4900,PMT POS REF750621,2024-01-27,USD
H000017608,A00000293,2024-01-27,PMT,1395.71,ATM,0000,PMT BRANCH REF281207,2024-01-27,USD
H000017609,A00000294,2024-01-27,CHG,9.95,ONLINE,7011,CHG ACH REF522673,2024-01-27,USD
H000017610,A00000302,2024-01-27,DEP,35.77,POS,5541,DEP BRANCH REF492835,2024-01-27,USD
H000017611,A00000302,2024-01-27,TRF,418.78,ONLINE,5411,TRF BRANCH REF844680,2024-01-27,USD
H000017612,A00000303,2024-01-27,WDR,31.63,ACH,5912,WDR POS REF304531,2024-01-27,USD
H000017613,A00000303,2024-01-27,DEP,472.06,ATM,6011,DEP POS REF807443,2024-01-27,USD
H000017614,A00000310,2024-01-27,PMT,1795.66,POS,6011,PMT POS REF298715,2024-01-27,USD
H000017615,A00000311,2024-01-27,DEP,137.25,WIRE,0000,DEP BRANCH REF307101,2024-01-27,USD
H000017616,A00000314,2024-01-27,FEE,9.95,WIRE,0000,FEE POS REF603619,2024-01-27,USD
H000017617,A00000316,2024-01-27,WDR,7.19,POS,7011,WDR WIRE REF591321,2024-01-27,USD
H000017618,A00000320,2024-01-27,WDR,37.27,ACH,0000,WDR ACH REF619461,2024-01-27,USD
H000017619,A00000326,2024-01-27,FEE,25,MOBILE,4900,FEE BRANCH REF144001,2024-01-27,USD
H000017620,A00000327,2024-01-27,DEP,136.1,POS,5912,DEP WIRE REF435063,2024-01-27,USD
H000017621,A00000330,2024-01-27,CHG,12,BRANCH,5541,CHG ACH REF358314,2024-01-27,USD
H000017622,A00000331,2024-01-27,REV,253.12,ONLINE,5812,REV ATM REF286536,2024-01-27,USD
H000017623,A00000331,2024-01-27,INT,7.94,ATM,0000,INT ACH REF430484,2024-01-27,USD
H000017624,A00000332,2024-01-27,CHG,35,WIRE,5912,CHG WIRE REF558624,2024-01-27,USD
H000017625,A00000341,2024-01-27,ADJ,-1926.78,ONLINE,0000,ADJ POS REF257430,2024-01-27,USD
H000017626,A00000343,2024-01-27,WDR,244.44,BRANCH,5541,WDR WIRE REF365510,2024-01-27,USD
H000017627,A00000344,2024-01-27,FEE,9.95,ATM,5912,FEE ONLINE REF124404,2024-01-27,USD
H000017628,A00000347,2024-01-27,WDR,24.42,WIRE,7011,WDR WIRE REF769113,2024-01-27,USD
H000017629,A00000347,2024-01-27,WDR,43.27,MOBILE,5411,WDR BRANCH REF250746,2024-01-27,USD
H000017630,A00000347,2024-01-27,DEP,4,ACH,6011,DEP POS REF803660,2024-01-27,USD
H000017631,A00000348,2024-01-27,CHG,3,MOBILE,0000,CHG POS REF307003,2024-01-27,USD
H000017632,A00000348,2024-01-27,CHG,3,ATM,6011,CHG POS REF589371,2024-01-27,USD
H000017633,A00000348,2024-01-27,CHG,25,ACH,5912,CHG WIRE REF169484,2024-01-27,USD
H000017634,A00000353,2024-01-27,DEP,122.71,BRANCH,7011,DEP MOBILE REF550677,2024-01-27,USD
H000017635,A00000356,2024-01-27,WDR,179.97,POS,0000,WDR POS REF989914,2024-01-27,USD
H000017636,A00000358,2024-01-27,CHG,3,ATM,5812,CHG BRANCH REF936696,2024-01-27,USD
H000017637,A00000365,2024-01-27,TRF,-219.68,MOBILE,6011,TRF ONLINE REF537023,2024-01-27,USD
H000017638,A00000365,2024-01-27,TRF,-504.16,ATM,4900,TRF POS REF883551,2024-01-27,USD
H000017639,A00000374,2024-01-27,DEP,229.02,ONLINE,5812,DEP ONLINE REF203799,2024-01-27,USD
H000017640,A00000379,2024-01-27,DEP,42.43,ACH,4900,DEP ONLINE REF753288,2024-01-27,USD
H000017641,A00000381,2024-01-27,PMT,1586.66,POS,0000,PMT WIRE REF968005,2024-01-28,USD
H000017642,A00000382,2024-01-27,TRF,33.15,POS,5812,TRF ONLINE REF279626,2024-01-27,USD
H000017643,A00000391,2024-01-27,PMT,114.61,ATM,5541,PMT POS REF492029,2024-01-27,USD
H000017644,A00000401,2024-01-27,ADJ,-72.82,POS,6011,ADJ MOBILE REF889048,2024-01-27,USD
H000017645,A00000404,2024-01-27,PMT,1759.29,WIRE,4900,PMT WIRE REF624138,2024-01-27,USD
H000017646,A00000404,2024-01-27,CHG,35,ATM,5541,CHG BRANCH REF413058,2024-01-27,USD
H000017647,A00000404,2024-01-27,REF,1337.31,BRANCH,0000,REF MOBILE REF490392,2024-01-27,USD
H000017648,A00000410,2024-01-27,PMT,620.14,POS,5411,PMT ATM REF224312,2024-01-27,USD
H000017649,A00000410,2024-01-27,PMT,182.57,ONLINE,5912,PMT WIRE REF515063,2024-01-27,USD
H000017650,A00000411,2024-01-27,DEP,51.99,ATM,5541,DEP BRANCH REF632590,2024-01-27,USD
H000017651,A00000412,2024-01-27,TRF,22.41,ATM,7011,TRF ACH REF669729,2024-01-27,USD
H000017652,A00000415,2024-01-27,INT,109.47,ACH,4900,INT ONLINE REF281360,2024-01-28,USD
H000017653,A00000415,2024-01-27,CHG,25,BRANCH,5411,CHG ACH REF165836,2024-01-27,USD
H000017654,A00000416,2024-01-27,TRF,-335.06,ATM,5812,TRF BRANCH REF585883,2024-01-27,USD
H000017655,A00000416,2024-01-27,REV,166.81,ONLINE,5541,REV MOBILE REF640354,2024-01-27,USD
H000017656,A00000416,2024-01-27,WDR,1882.08,WIRE,5912,WDR POS REF742376,2024-01-27,USD
H000017657,A00000417,2024-01-27,ADJ,-48.46,POS,7011,ADJ WIRE REF596128,2024-01-27,USD
H000017658,A00000417,2024-01-27,DEP,78.94,ACH,5411,DEP MOBILE REF330579,2024-01-28,USD
H000017659,A00000421,2024-01-27,WDR,48.49,ATM,5411,WDR WIRE REF968083,2024-01-27,USD
H000017660,A00000422,2024-01-27,WDR,46.13,POS,0000,WDR BRANCH REF253925,2024-01-27,USD
H000017661,A00000425,2024-01-27,WDR,212.48,ONLINE,0000,WDR POS REF131889,2024-01-27,USD
H000017662,A00000427,2024-01-27,WDR,37.45,POS,5411,WDR ATM REF563484,2024-01-27,USD
H000017663,A00000430,2024-01-27,REV,33.97,ATM,6011,REV MOBILE REF158268,2024-01-27,USD
H000017664,A00000430,2024-01-27,DEP,194.63,ACH,7011,DEP ACH REF847621,2024-01-27,USD
H000017665,A00000430,2024-01-27,TRF,67.79,ATM,5411,TRF MOBILE REF534493,2024-01-27,USD
H000017666,A00000431,2024-01-27,INT,165.61,MOBILE,5411,INT MOBILE REF974676,2024-01-27,USD
H000017667,A00000432,2024-01-27,WDR,204.44,ONLINE,5411,WDR ACH REF665554,2024-01-27,USD
H000017668,A00000435,2024-01-27,INT,74.68,ACH,5912,INT MOBILE REF481712,2024-01-28,USD
H000017669,A00000435,2024-01-27,PMT,1705.53,ONLINE,6011,PMT ACH REF304579,2024-01-27,USD
H000017670,A00000437,2024-01-27,CHG,35,ONLINE,5541,CHG WIRE REF712052,2024-01-27,USD
H000017671,A00000443,2024-01-27,PMT,2681.22,BRANCH,5541,PMT BRANCH REF533208,2024-01-27,USD
H000017672,A00000446,2024-01-27,DEP,19.71,POS,4900,DEP MOBILE REF562571,2024-01-28,USD
H000017673,A00000446,2024-01-27,FEE,12,ATM,5411,FEE ATM REF729633,2024-01-28,USD
H000017674,A00000446,2024-01-27,DEP,84.76,POS,5812,DEP POS REF327956,2024-01-27,USD
H000017675,A00000448,2024-01-27,REF,202.45,ACH,6011,REF MOBILE REF962891,2024-01-27,USD
H000017676,A00000448,2024-01-27,INT,219.44,ONLINE,5411,INT WIRE REF121780,2024-01-27,USD
H000017677,A00000450,2024-01-27,PMT,1365.28,POS,5541,PMT POS REF826221,2024-01-27,USD
H000017678,A00000451,2024-01-27,ADJ,128.96,ATM,6011,ADJ BRANCH REF467887,2024-01-27,USD
H000017679,A00000451,2024-01-27,TRF,158.46,ATM,7011,TRF BRANCH REF907092,2024-01-28,USD
H000017680,A00000457,2024-01-27,FEE,3,WIRE,5912,FEE ACH REF962063,2024-01-27,USD
H000017681,A00000457,2024-01-27,WDR,122.22,ATM,6011,WDR ONLINE REF526639,2024-01-27,USD
H000017682,A00000458,2024-01-27,WDR,268.46,MOBILE,5411,WDR BRANCH REF547859,2024-01-27,USD
H000017683,A00000458,2024-01-27,INT,62.69,WIRE,5541,INT ATM REF963763,2024-01-27,USD
H000017684,A00000463,2024-01-27,PMT,162.83,ATM,6011,PMT ONLINE REF281639,2024-01-27,USD
H000017685,A00000463,2024-01-27,CHG,3,WIRE,5812,CHG BRANCH REF107483,2024-01-27,USD
H000017686,A00000474,2024-01-27,INT,203.45,ONLINE,0000,INT POS REF430873,2024-01-27,USD
H000017687,A00000474,2024-01-27,FEE,9.95,POS,5912,FEE ATM REF198909,2024-01-27,USD
H000017688,A00000478,2024-01-27,PMT,454.59,ACH,5912,PMT ATM REF523345,2024-01-28,USD
H000017689,A00000478,2024-01-27,FEE,25,MOBILE,5541,FEE POS REF493614,2024-01-27,USD
H000017690,A00000486,2024-01-27,WDR,15.19,POS,7011,WDR WIRE REF464086,2024-01-27,USD
H000017691,A00000486,2024-01-27,WDR,122.27,WIRE,0000,WDR ACH REF430071,2024-01-27,USD
H000017692,A00000001,2024-01-28,CHG,9.95,WIRE,0000,CHG BRANCH REF746046,2024-01-28,USD
H000017693,A00000001,2024-01-28,FEE,3,MOBILE,7011,FEE ACH REF317725,2024-01-29,USD
H000017694,A00000002,2024-01-28,WDR,70.19,BRANCH,7011,WDR WIRE REF477701,2024-01-28,USD
H000017695,A00000007,2024-01-28,WDR,51.56,WIRE,5812,WDR WIRE REF990249,2024-01-28,USD
H000017696,A00000007,2024-01-28,WDR,73.22,ONLINE,6011,WDR MOBILE REF996088,2024-01-28,USD
H000017697,A00000008,2024-01-28,PMT,379.38,WIRE,0000,PMT POS REF261489,2024-01-28,USD
H000017698,A00000011,2024-01-28,PMT,946.4,ACH,0000,PMT WIRE REF810973,2024-01-29,USD
H000017699,A00000013,2024-01-28,WDR,45.75,WIRE,5541,WDR ONLINE REF437658,2024-01-28,USD
H000017700,A00000013,2024-01-28,WDR,171.54,WIRE,6011,WDR POS REF540684,2024-01-28,USD
H000017701,A00000015,2024-01-28,DEP,25.3,POS,4900,DEP POS REF498062,2024-01-28,USD
H000017702,A00000017,2024-01-28,WDR,127.93,ACH,5411,WDR ACH REF384799,2024-01-28,USD
H000017703,A00000018,2024-01-28,DEP,97.89,ATM,5812,DEP ACH REF451303,2024-01-28,USD
H000017704,A00000020,2024-01-28,WDR,10.08,MOBILE,5912,WDR ONLINE REF754829,2024-01-28,USD
H000017705,A00000022,2024-01-28,DEP,146.14,ATM,5411,DEP ACH REF647543,2024-01-28,USD
H000017706,A00000023,2024-01-28,FEE,35,POS,5411,FEE ATM REF703163,2024-01-28,USD
H000017707,A00000027,2024-01-28,WDR,4.09,MOBILE,4900,WDR WIRE REF146348,2024-01-28,USD
H000017708,A00000029,2024-01-28,TRF,36.57,ACH,4900,TRF BRANCH REF933929,2024-01-29,USD
H000017709,A00000040,2024-01-28,DEP,13.46,ACH,5541,DEP ACH REF745145,2024-01-28,USD
H000017710,A00000040,2024-01-28,TRF,-47.35,POS,5411,TRF WIRE REF159344,2024-01-28,USD
H000017711,A00000042,2024-01-28,CHG,9.95,ACH,0000,CHG WIRE REF557435,2024-01-28,USD
H000017712,A00000044,2024-01-28,DEP,347.71,WIRE,0000,DEP POS REF406437,2024-01-28,USD
H000017713,A00000044,2024-01-28,DEP,127.88,ACH,5411,DEP POS REF200241,2024-01-28,USD
H000017714,A00000044,2024-01-28,WDR,106.28,MOBILE,0000,WDR ONLINE REF268841,2024-01-28,USD
H000017715,A00000046,2024-01-28,DEP,127.11,ACH,4900,DEP ACH REF599915,2024-01-28,USD
H000017716,A00000050,2024-01-28,CHG,12,WIRE,6011,CHG ATM REF296151,2024-01-28,USD
H000017717,A00000053,2024-01-28,INT,176.32,ACH,5411,INT ACH REF969603,2024-01-28,USD
H000017718,A00000053,2024-01-28,INT,45.46,ACH,5912,INT MOBILE REF619628,2024-01-29,USD
H000017719,A00000053,2024-01-28,FEE,9.95,ACH,5541,FEE ONLINE REF647372,2024-01-28,USD
H000017720,A00000055,2024-01-28,CHG,12,BRANCH,5912,CHG ACH REF623045,2024-01-28,USD
H000017721,A00000060,2024-01-28,INT,221.3,ONLINE,7011,INT ACH REF329685,2024-01-28,USD
H000017722,A00000066,2024-01-28,INT,22.83,ACH,6011,INT ONLINE REF458091,2024-01-28,USD
H000017723,A00000068,2024-01-28,DEP,84.2,ATM,5541,DEP ONLINE REF633746,2024-01-28,USD
H000017724,A00000069,2024-01-28,INT,202.41,BRANCH,5812,INT ACH REF126131,2024-01-28,USD
H000017725,A00000075,2024-01-28,DEP,187,MOBILE,5411,DEP WIRE REF529763,2024-01-28,USD
H000017726,A00000080,2024-01-28,WDR,6.36,ACH,5912,WDR ATM REF800588,2024-01-28,USD
H000017727,A00000081,2024-01-28,TRF,-16.22,MOBILE,0000,TRF POS REF606699,2024-01-28,USD
H000017728,A00000081,2024-01-28,WDR,7.3,ACH,0000,WDR ONLINE REF364026,2024-01-28,USD
H000017729,A00000087,2024-01-28,WDR,133.76,MOBILE,6011,WDR ACH REF429995,2024-01-28,USD
H000017730,A00000094,2024-01-28,DEP,465.35,WIRE,7011,DEP ATM REF816337,2024-01-29,USD
H000017731,A00000102,2024-01-28,TRF,-61.88,WIRE,4900,TRF MOBILE REF252105,2024-01-28,USD
H000017732,A00000102,2024-01-28,DEP,441.1,ONLINE,0000,DEP POS REF538103,2024-01-28,USD
H000017733,A00000103,2024-01-28,CHG,12,BRANCH,5411,CHG ACH REF288615,2024-01-28,USD
H000017734,A00000104,2024-01-28,PMT,760.07,POS,5912,PMT BRANCH REF188293,2024-01-28,USD
H000017735,A00000105,2024-01-28,PMT,345.29,ATM,7011,PMT ACH REF161780,2024-01-28,USD
H000017736,A00000106,2024-01-28,TRF,30.15,BRANCH,4900,TRF POS REF165956,2024-01-28,USD
H000017737,A00000106,2024-01-28,WDR,659.36,ACH,5541,WDR ATM REF469981,2024-01-28,USD
H000017738,A00000107,2024-01-28,TRF,-266.32,POS,5912,TRF WIRE REF801815,2024-01-28,USD
H000017739,A00000114,2024-01-28,WDR,90.93,ATM,4900,WDR ATM REF492494,2024-01-28,USD
H000017740,A00000119,2024-01-28,DEP,51.26,BRANCH,6011,DEP WIRE REF569117,2024-01-28,USD
H000017741,A00000119,2024-01-28,DEP,25.45,POS,5912,DEP POS REF846274,2024-01-29,USD
H000017742,A00000119,2024-01-28,WDR,5.62,MOBILE,6011,WDR ACH REF981343,2024-01-28,USD
H000017743,A00000120,2024-01-28,INT,75.4,MOBILE,5541,INT WIRE REF381228,2024-01-28,USD
H000017744,A00000120,2024-01-28,TRF,73.9,MOBILE,5812,TRF ATM REF113376,2024-01-28,USD
H000017745,A00000121,2024-01-28,CHG,12,ATM,7011,CHG ACH REF998585,2024-01-28,USD
H000017746,A00000128,2024-01-28,WDR,27.38,WIRE,0000,WDR ACH REF582364,2024-01-28,USD
H000017747,A00000129,2024-01-28,CHG,35,WIRE,6011,CHG ONLINE REF255539,2024-01-29,USD
H000017748,A00000129,2024-01-28,CHG,35,BRANCH,5541,CHG POS REF834491,2024-01-29,USD
H000017749,A00000134,2024-01-28,CHG,9.95,BRANCH,6011,CHG ATM REF453410,2024-01-28,USD
H000017750,A00000134,2024-01-28,REF,516.28,ACH,5541,REF WIRE REF680856,2024-01-28,USD
H000017751,A00000136,2024-01-28,DEP,329.09,WIRE,6011,DEP WIRE REF247364,2024-01-28,USD
H000017752,A00000136,2024-01-28,TRF,-16.52,ACH,5812,TRF ACH REF897498,2024-01-28,USD
H000017753,A00000139,2024-01-28,CHG,3,BRANCH,5541,CHG ATM REF399171,2024-01-29,USD
H000017754,A00000139,2024-01-28,PMT,287.33,BRANCH,7011,PMT WIRE REF949096,2024-01-28,USD
H000017755,A00000141,2024-01-28,DEP,48.97,WIRE,6011,DEP ONLINE REF224343,2024-01-28,USD
H000017756,A00000141,2024-01-28,DEP,47.9,WIRE,6011,DEP WIRE REF156085,2024-01-28,USD
H000017757,A00000142,2024-01-28,INT,80.1,ACH,0000,INT WIRE REF231533,2024-01-28,USD
H000017758,A00000144,2024-01-28,WDR,67.4,ACH,5912,WDR POS REF588711,2024-01-28,USD
H000017759,A00000147,2024-01-28,DEP,52.21,ONLINE,7011,DEP BRANCH REF623501,2024-01-28,USD
H000017760,A00000153,2024-01-28,DEP,13.16,WIRE,5411,DEP BRANCH REF850007,2024-01-28,USD
H000017761,A00000159,2024-01-28,WDR,804.58,MOBILE,4900,WDR ONLINE REF920662,2024-01-28,USD
H000017762,A00000160,2024-01-28,TRF,-148.8,ACH,6011,TRF MOBILE REF112932,2024-01-28,USD
H000017763,A00000161,2024-01-28,DEP,18.96,WIRE,5912,DEP BRANCH REF884934,2024-01-28,USD
H000017764,A00000165,2024-01-28,DEP,2253.25,ONLINE,7011,DEP WIRE REF794008,2024-01-28,USD
H000017765,A00000166,2024-01-28,DEP,153.34,POS,5541,DEP POS REF570316,2024-01-29,USD
H000017766,A00000170,2024-01-28,WDR,359.23,POS,5541,WDR BRANCH REF330700,2024-01-28,USD
H000017767,A00000171,2024-01-28,PMT,63.96,WIRE,5541,PMT ACH REF943226,2024-01-28,USD
H000017768,A00000171,2024-01-28,CHG,12,ATM,6011,CHG ACH REF101997,2024-01-28,USD
H000017769,A00000176,2024-01-28,TRF,224.91,ACH,6011,TRF POS REF134408,2024-01-28,USD
H000017770,A00000179,2024-01-28,PMT,994,ONLINE,0000,PMT ACH REF912564,2024-01-29,USD
H000017771,A00000179,2024-01-28,CHG,25,POS,5812,CHG BRANCH REF883793,2024-01-28,USD
H000017772,A00000184,2024-01-28,WDR,23.79,ACH,5912,WDR ACH REF329137,2024-01-28,USD
H000017773,A00000184,2024-01-28,WDR,77.6,MOBILE,6011,WDR WIRE REF165206,2024-01-29,USD
H000017774,A00000189,2024-01-28,WDR,140.18,ONLINE,0000,WDR POS REF873827,2024-01-28,USD
H000017775,A00000193,2024-01-28,TRF,43.75,ONLINE,7011,TRF ONLINE REF697055,2024-01-28,USD
H000017776,A00000193,2024-01-28,WDR,166.28,MOBILE,5411,WDR WIRE REF489437,2024-01-28,USD
H000017777,A00000208,2024-01-28,DEP,225.09,ACH,5541,DEP ONLINE REF830452,2024-01-28,USD
H000017778,A00000210,2024-01-28,FEE,12,ATM,0000,FEE ONLINE REF747434,2024-01-28,USD
H000017779,A00000214,2024-01-28,ADJ,1786.17,MOBILE,4900,ADJ ONLINE REF925054,2024-01-28,USD
H000017780,A00000214,2024-01-28,CHG,9.95,BRANCH,7011,CHG ONLINE REF259352,2024-01-29,USD
H000017781,A00000220,2024-01-28,CHG,25,WIRE,5411,CHG ACH REF988430,2024-01-29,USD
H000017782,A00000223,2024-01-28,WDR,78.12,BRANCH,7011,WDR MOBILE REF624810,2024-01-28,USD
H000017783,A00000223,2024-01-28,DEP,113.46,ACH,0000,DEP ACH REF289453,2024-01-28,USD
H000017784,A00000237,2024-01-28,TRF,-28.09,WIRE,0000,TRF POS REF804051,2024-01-29,USD
H000017785,A00000237,2024-01-28,WDR,7.01,BRANCH,5912,WDR ONLINE REF363635,2024-01-28,USD
H000017786,A00000239,2024-01-28,FEE,3,POS,5411,FEE MOBILE REF478640,2024-01-29,USD
H000017787,A00000242,2024-01-28,DEP,75.11,ATM,5541,DEP WIRE REF643060,2024-01-29,USD
H000017788,A00000244,2024-01-28,CHG,35,ACH,7011,CHG WIRE REF554905,2024-01-28,USD
H000017789,A00000246,2024-01-28,FEE,25,WIRE,5812,FEE BRANCH REF426473,2024-01-28,USD
H000017790,A00000247,2024-01-28,INT,83.19,WIRE,0000,INT MOBILE REF600954,2024-01-28,USD
H000017791,A00000247,2024-01-28,FEE,12,BRANCH,5411,FEE ACH REF830771,2024-01-29,USD
H000017792,A00000250,2024-01-28,CHG,25,POS,5411,CHG WIRE REF582611,2024-01-28,USD
H000017793,A00000250,2024-01-28,CHG,25,ACH,0000,CHG MOBILE REF489712,2024-01-28,USD
H000017794,A00000252,2024-01-28,CHG,35,ATM,7011,CHG POS REF815273,2024-01-28,USD
H000017795,A00000252,2024-01-28,PMT,1112,WIRE,0000,PMT ACH REF844770,2024-01-28,USD
H000017796,A00000255,2024-01-28,INT,125.62,POS,0000,INT POS REF372166,2024-01-29,USD
H000017797,A00000255,2024-01-28,WDR,25.82,ATM,5912,WDR ONLINE REF151377,2024-01-28,USD
H000017798,A00000258,2024-01-28,TRF,-23.35,POS,5541,TRF BRANCH REF862188,2024-01-29,USD
H000017799,A00000262,2024-01-28,WDR,25.11,WIRE,7011,WDR WIRE REF445637,2024-01-28,USD
H000017800,A00000262,2024-01-28,DEP,226.14,WIRE,0000,DEP WIRE REF332920,2024-01-29,USD
H000017801,A00000266,2024-01-28,CHG,12,ONLINE,5812,CHG WIRE REF483072,2024-01-28,USD
H000017802,A00000266,2024-01-28,CHG,35,POS,0000,CHG WIRE REF779470,2024-01-28,USD
H000017803,A00000266,2024-01-28,PMT,603.57,BRANCH,5912,PMT ATM REF958783,2024-01-28,USD
H000017804,A00000268,2024-01-28,WDR,11.2,MOBILE,5541,WDR MOBILE REF550696,2024-01-28,USD
H000017805,A00000270,2024-01-28,PMT,1106.76,WIRE,5912,PMT WIRE REF625399,2024-01-28,USD
H000017806,A00000272,2024-01-28,PMT,2825.06,BRANCH,5411,PMT WIRE REF554122,2024-01-28,USD
H000017807,A00000277,2024-01-28,PMT,2417.86,ATM,5541,PMT MOBILE REF529356,2024-01-28,USD
H000017808,A00000282,2024-01-28,WDR,20.34,ACH,5812,WDR BRANCH REF338489,2024-01-28,USD
H000017809,A00000289,2024-01-28,TRF,662.59,ATM,5912,TRF MOBILE REF877704,2024-01-28,USD
H000017810,A00000291,2024-01-28,DEP,66.69,MOBILE,5411,DEP MOBILE REF789354,2024-01-28,USD
H000017811,A00000291,2024-01-28,TRF,118.85,WIRE,5411,TRF BRANCH REF113472,2024-01-28,USD
H000017812,A00000294,2024-01-28,CHG,9.95,WIRE,7011,CHG ATM REF879485,2024-01-28,USD
H000017813,A00000295,2024-01-28,TRF,-126.58,POS,5912,TRF WIRE REF698589,2024-01-28,USD
H000017814,A00000296,2024-01-28,WDR,216.97,WIRE,6011,WDR BRANCH REF878859,2024-01-28,USD
H000017815,A00000301,2024-01-28,CHG,12,MOBILE,5541,CHG ATM REF185851,2024-01-29,USD
H000017816,A00000303,2024-01-28,WDR,59.82,WIRE,4900,WDR POS REF162298,2024-01-28,USD
H000017817,A00000303,2024-01-28,TRF,231.78,ONLINE,4900,TRF ONLINE REF934699,2024-01-28,USD
H000017818,A00000304,2024-01-28,INT,124.36,POS,6011,INT ACH REF235273,2024-01-28,USD
H000017819,A00000304,2024-01-28,INT,234.33,BRANCH,5541,INT ACH REF511991,2024-01-28,USD
H000017820,A00000304,2024-01-28,CHG,12,BRANCH,7011,CHG ONLINE REF378821,2024-01-28,USD
H000017821,A00000308,2024-01-28,DEP,5.06,WIRE,5912,DEP POS REF894394,2024-01-28,USD
H000017822,A00000311,2024-01-28,WDR,23.44,POS,4900,WDR MOBILE REF543073,2024-01-28,USD
H000017823,A00000315,2024-01-28,CHG,12,BRANCH,6011,CHG ONLINE REF220527,2024-01-28,USD
H000017824,A00000315,2024-01-28,PMT,2374.64,MOBILE,5812,PMT WIRE REF152665,2024-01-28,USD
H000017825,A00000316,2024-01-28,WDR,2.92,WIRE,5411,WDR ACH REF478873,2024-01-28,USD
H000017826,A00000324,2024-01-28,PMT,1476.11,WIRE,0000,PMT WIRE REF976537,2024-01-28,USD
H000017827,A00000324,2024-01-28,FEE,3,ATM,7011,FEE ONLINE REF404116,2024-01-28,USD
H000017828,A00000333,2024-01-28,PMT,472.79,ONLINE,5912,PMT ATM REF383813,2024-01-28,USD
H000017829,A00000333,2024-01-28,PMT,524.31,POS,0000,PMT MOBILE REF736695,2024-01-29,USD
H000017830,A00000337,2024-01-28,CHG,3,MOBILE,4900,CHG POS REF357034,2024-01-28,USD
H000017831,A00000343,2024-01-28,TRF,-615.37,POS,4900,TRF BRANCH REF249037,2024-01-28,USD
H000017832,A00000350,2024-01-28,REF,2469.43,ATM,6011,REF WIRE REF218944,2024-01-28,USD
H000017833,A00000353,2024-01-28,DEP,18.71,ATM,5411,DEP MOBILE REF375619,2024-01-28,USD
H000017834,A00000354,2024-01-28,TRF,-30.18,ACH,7011,TRF POS REF885743,2024-01-28,USD
H000017835,A00000355,2024-01-28,PMT,1413.85,POS,6011,PMT ATM REF539681,2024-01-29,USD
H000017836,A00000356,2024-01-28,TRF,-526.45,MOBILE,5812,TRF ATM REF882359,2024-01-28,USD
H000017837,A00000358,2024-01-28,PMT,222.69,WIRE,4900,PMT ATM REF714959,2024-01-28,USD
H000017838,A00000359,2024-01-28,CHG,12,POS,5812,CHG BRANCH REF198591,2024-01-28,USD
H000017839,A00000362,2024-01-28,CHG,3,WIRE,5912,CHG ATM REF799515,2024-01-28,USD
H000017840,A00000366,2024-01-28,INT,104.38,POS,5541,INT ATM REF671674,2024-01-29,USD
H000017841,A00000366,2024-01-28,WDR,47.3,ONLINE,0000,WDR MOBILE REF291947,2024-01-28,USD
H000017842,A00000367,2024-01-28,WDR,40.88,MOBILE,5541,WDR POS REF868432,2024-01-28,USD
H000017843,A00000369,2024-01-28,CHG,3,WIRE,6011,CHG BRANCH REF249265,2024-01-29,USD
H000017844,A00000370,2024-01-28,DEP,215,ACH,0000,DEP BRANCH REF559763,2024-01-29,USD
H000017845,A00000372,2024-01-28,WDR,181.16,MOBILE,5912,WDR WIRE REF881243,2024-01-28,USD
