transaction_id,account_id,transaction_date,transaction_type,transaction_amount,channel,merchant_category,description,post_date,currency_code,account_type,customer_id,customer_segment,region_code,branch_id,pre_txn_balance,post_txn_balance,risk_rating,running_balance
T000000459,A00000358,2024-01-31,INT,106.32,POS,5912,INT ACH REF985309,2024-01-31,USD,CC,C0000187,RET,NE,B041,15770.04,15876.36,3,15936.57
T000000460,A00000359,2024-01-31,PMT,488.93,BRANCH,4900,PMT ACH REF891113,2024-01-31,USD,CC,C0000187,RET,NE,B012,2833.48,2344.55,3,2344.55
T000000461,A00000359,2024-01-31,CHG,3,ACH,0000,CHG WIRE REF378668,2024-01-31,USD,CC,C0000187,RET,NE,B012,2833.48,2830.48,3,2341.55
T000000462,A00000359,2024-01-31,REF,1293.43,ATM,6011,REF WIRE REF774610,2024-01-31,USD,CC,C0000187,RET,NE,B012,2833.48,4126.91,3,3634.9800000000005
T000000463,A00000360,2024-01-31,PMT,937.43,MOBILE,5912,PMT BRANCH REF304144,2024-02-01,USD,CC,C0000187,RET,NE,B043,6191.29,5253.86,3,5253.86
T000000464,A00000362,2024-01-31,FEE,3,ATM,0000,FEE ONLINE REF730057,2024-01-31,USD,MTG,C0000188,SMB,NE,B008,126499.81,126496.81,2,126496.81
T000000465,A00000362,2024-01-31,CHG,25,ACH,5541,CHG ACH REF806103,2024-01-31,USD,MTG,C0000188,SMB,NE,B008,126499.81,126474.81,2,126471.81
T000000466,A00000365,2024-01-31,WDR,50.13,ACH,5812,WDR ACH REF187524,2024-01-31,USD,SAV,C0000190,SMB,SW,B032,1181.99,1131.86,,1131.86
T000000467,A00000367,2024-01-31,WDR,131.77,ONLINE,5411,WDR ACH REF121612,2024-01-31,USD,SAV,C0000191,SMB,SE,B042,6881.22,6749.45,1,6749.45
T000000468,A00000368,2024-01-31,FEE,3,MOBILE,5411,FEE BRANCH REF187586,2024-01-31,USD,CC,C0000191,SMB,SE,B043,9971.89,9968.89,1,9968.89
T000000469,A00000369,2024-01-31,PMT,1344.2,WIRE,5912,PMT ONLINE REF808406,2024-01-31,USD,CC,C0000192,SMB,W,B014,988.27,-355.93000000000006,2,-355.93000000000006
T000000470,A00000370,2024-01-31,WDR,58.95,BRANCH,6011,WDR POS REF991243,2024-01-31,USD,MMA,C0000192,SMB,W,B019,152495.62,152436.66999999998,2,152436.66999999998
T000000471,A00000370,2024-01-31,DEP,4.96,MOBILE,5411,DEP BRANCH REF103841,2024-01-31,USD,MMA,C0000192,SMB,W,B019,152495.62,152500.58,2,152441.62999999998
T000000472,A00000371,2024-01-31,ADJ,-202.03,ATM,7011,ADJ BRANCH REF204694,2024-01-31,USD,CHK,C0000192,SMB,W,B048,15024.86,14822.83,2,14822.83
T000000473,A00000371,2024-01-31,WDR,37.62,BRANCH,0000,WDR ACH REF942375,2024-01-31,USD,CHK,C0000192,SMB,W,B048,15024.86,14987.24,2,14785.21
T000000474,A00000372,2024-01-31,WDR,89.75,MOBILE,0000,WDR MOBILE REF302839,2024-01-31,USD,SAV,C0000192,SMB,W,B030,3060.87,2971.12,2,2971.12
T000000475,A00000373,2024-01-31,WDR,27.66,ACH,7011,WDR MOBILE REF561191,2024-02-01,USD,CD,C0000193,SMB,SW,B048,69683.06,69655.4,2,69655.4
T000000476,A00000374,2024-01-31,DEP,234.27,WIRE,5541,DEP POS REF689163,2024-01-31,USD,CHK,C0000193,SMB,SW,B041,16513.25,16747.52,2,16747.52
T000000477,A00000374,2024-01-31,DEP,25.22,ONLINE,5541,DEP ONLINE REF423433,2024-01-31,USD,CHK,C0000193,SMB,SW,B041,16513.25,16538.47,2,16772.74
T000000478,A00000374,2024-01-31,TRF,141.87,ACH,5541,TRF BRANCH REF131989,2024-01-31,USD,CHK,C0000193,SMB,SW,B041,16513.25,16655.12,2,16914.61
T000000479,A00000376,2024-01-31,PMT,1065.2,WIRE,5812,PMT ONLINE REF769262,2024-01-31,USD,CC,C0000194,RET,SW,B028,1408.73,343.53,1,343.53
T000000480,A00000378,2024-01-31,PMT,1581.24,MOBILE,5912,PMT ONLINE REF857135,2024-01-31,USD,MTG,C0000195,RET,SW,B002,460583.36,459002.12,3,459002.12
T000000481,A00000379,2024-01-31,DEP,65.75,ONLINE,5812,DEP ACH REF782026,2024-01-31,USD,CHK,C0000195,RET,SW,B006,3161.45,3227.2,3,3227.2
T000000482,A00000380,2024-01-31,WDR,321.08,BRANCH,7011,WDR WIRE REF266855,2024-01-31,USD,CHK,C0000196,PB,NW,B009,6220.21,5899.13,3,5899.13
T000000483,A00000380,2024-01-31,WDR,315.95,WIRE,5912,WDR ONLINE REF967721,2024-01-31,USD,CHK,C0000196,PB,NW,B009,6220.21,5904.26,3,5583.18
T000000484,A00000380,2024-01-31,INT,4.88,POS,5912,INT BRANCH REF349439,2024-02-01,USD,CHK,C0000196,PB,NW,B009,6220.21,6225.09,3,5588.06
T000000485,A00000381,2024-01-31,REF,1593.35,ACH,4900,REF ONLINE REF758106,2024-01-31,USD,CC,C0000196,PB,NW,B039,494.64,2087.99,3,2087.99
T000000486,A00000382,2024-01-31,TRF,9.48,ATM,0000,TRF ATM REF437730,2024-02-01,USD,SAV,C0000197,RET,SW,B029,2241.86,2251.34,4,2251.34
T000000487,A00000384,2024-01-31,FEE,3,ACH,4900,FEE POS REF495281,2024-01-31,USD,IRA,C0000198,RET,SW,B016,32306.46,32303.46,2,32303.46
T000000488,A00000384,2024-01-31,DEP,31.8,ONLINE,5541,DEP MOBILE REF562945,2024-01-31,USD,IRA,C0000198,RET,SW,B016,32306.46,32338.26,2,32335.26
T000000489,A00000385,2024-01-31,INT,100.39,POS,5411,INT ATM REF558691,2024-01-31,USD,CHK,C0000199,RET,SE,B024,4792.37,4892.76,4,4892.76
T000000490,A00000385,2024-01-31,FEE,3,WIRE,6011,FEE POS REF451760,2024-01-31,USD,CHK,C0000199,RET,SE,B024,4792.37,4789.37,4,4889.76
T000000491,A00000387,2024-01-31,PMT,326.78,ATM,4900,PMT MOBILE REF743706,2024-02-01,USD,MTG,C0000200,CORP,NW,B030,374621.3,374294.51999999996,3,374294.51999999996
T000000492,A00000387,2024-01-31,PMT,1851.71,ATM,7011,PMT ATM REF696729,2024-01-31,USD,MTG,C0000200,CORP,NW,B030,374621.3,372769.58999999997,3,372442.80999999994
T000000493,A00000388,2024-01-31,PMT,2392.59,POS,5411,PMT WIRE REF833791,2024-01-31,USD,PERS,C0000200,CORP,NW,B016,32703.81,30311.22,3,30311.22
T000000494,A00000388,2024-01-31,PMT,2898.74,ATM,5411,PMT ATM REF191125,2024-01-31,USD,PERS,C0000200,CORP,NW,B016,32703.81,29805.07,3,27412.480000000003
T000000495,A00000388,2024-01-31,PMT,1527.22,ACH,0000,PMT POS REF909539,2024-01-31,USD,PERS,C0000200,CORP,NW,B016,32703.81,31176.59,3,25885.260000000002
T000000496,A00000388,2024-01-31,PMT,223.25,WIRE,5411,PMT BRANCH REF192694,2024-01-31,USD,PERS,C0000200,CORP,NW,B016,32703.81,32480.56,3,25662.010000000002
T000000497,A00000388,2024-01-31,INT,180.86,ACH,5812,INT POS REF616264,2024-01-31,USD,PERS,C0000200,CORP,NW,B016,32703.81,32884.67,3,25842.870000000003
T000000498,A00000388,2024-01-31,PMT,180.82,ACH,4900,PMT MOBILE REF366584,2024-01-31,USD,PERS,C0000200,CORP,NW,B016,32703.81,32522.99,3,25662.050000000003
T000000499,A00000390,2024-01-31,WDR,214.08,POS,5541,WDR WIRE REF995665,2024-01-31,USD,IRA,C0000201,RET,NE,B034,34141.32,33927.24,6,33927.24
T000000500,A00000390,2024-01-31,WDR,51.84,ONLINE,0000,WDR BRANCH REF587614,2024-01-31,USD,IRA,C0000201,RET,NE,B034,34141.32,34089.48,6,33875.4
T000000501,A00000391,2024-01-31,INT,130.2,BRANCH,5812,INT MOBILE REF828987,2024-02-01,USD,CC,C0000202,RET,NW,B046,2039.87,2170.0699999999997,2,2170.0699999999997
T000000502,A00000392,2024-01-31,CHG,9.95,ONLINE,5812,CHG ONLINE REF446774,2024-01-31,USD,MTG,C0000203,RET,NW,B038,488867,488857.05,3,488857.05
T000000503,A00000392,2024-01-31,CHG,12,POS,5411,CHG POS REF627179,2024-01-31,USD,MTG,C0000203,RET,NW,B038,488867,488855,3,488845.05
T000000504,A00000392,2024-01-31,CHG,12,ATM,5812,CHG ATM REF842781,2024-01-31,USD,MTG,C0000203,RET,NW,B038,488867,488855,3,488833.05
T000000505,A00000393,2024-01-31,CHG,25,WIRE,5812,CHG ONLINE REF952749,2024-01-31,USD,CC,C0000203,RET,NW,B018,1377.69,1352.69,3,1352.69
T000000506,A00000395,2024-01-31,PMT,1450.52,ACH,5541,PMT MOBILE REF775458,2024-01-31,USD,MTG,C0000204,COMM,W,B037,531992.02,530541.5,7,530541.5
T000000507,A00000397,2024-01-31,CHG,12,WIRE,5411,CHG WIRE REF804740,2024-01-31,USD,CC,C0000205,PB,NE,B002,17186.53,17174.53,2,17174.53
T000000508,A00000397,2024-01-31,PMT,1487.69,MOBILE,5411,PMT ACH REF875840,2024-01-31,USD,CC,C0000205,PB,NE,B002,17186.53,15698.839999999998,2,15686.839999999998
T000000509,A00000397,2024-01-31,INT,72.86,WIRE,5411,INT ONLINE REF656708,2024-01-31,USD,CC,C0000205,PB,NE,B002,17186.53,17259.39,2,15759.699999999999
T000000510,A00000400,2024-01-31,CHG,35,POS,5411,CHG ONLINE REF440925,2024-01-31,USD,MTG,C0000206,PREM,MW,B034,91647.13,91612.13,3,91612.13
T000000511,A00000401,2024-01-31,WDR,72.35,ONLINE,5411,WDR BRANCH REF458475,2024-01-31,USD,CHK,C0000207,RET,SE,B001,1893.2,1820.8500000000001,3,1820.8500000000001
T000000512,A00000401,2024-01-31,DEP,47.9,ATM,6011,DEP ACH REF383922,2024-01-31,USD,CHK,C0000207,RET,SE,B001,1893.2,1941.1000000000001,3,1868.7500000000002
T000000513,A00000403,2024-01-31,TRF,-133.33,BRANCH,5541,TRF MOBILE REF702561,2024-01-31,USD,CHK,C0000207,RET,SE,B029,4303.79,4170.46,3,4170.46
T000000514,A00000404,2024-01-31,PMT,469.32,MOBILE,5912,PMT BRANCH REF394122,2024-01-31,USD,CC,C0000208,RET,MW,B040,8167.93,7698.610000000001,2,7698.610000000001
T000000515,A00000404,2024-01-31,CHG,9.95,WIRE,5812,CHG MOBILE REF333736,2024-01-31,USD,CC,C0000208,RET,MW,B040,8167.93,8157.9800000000005,2,7688.660000000001
T000000516,A00000404,2024-01-31,INT,21.86,WIRE,5912,INT MOBILE REF523503,2024-01-31,USD,CC,C0000208,RET,MW,B040,8167.93,8189.79,2,7710.52
T000000517,A00000406,2024-01-31,PMT,1754.28,ACH,4900,PMT WIRE REF566444,2024-02-01,USD,AUTO,C0000209,SMB,MW,B027,52369.63,50615.35,6,50615.35
T000000518,A00000406,2024-01-31,PMT,2387.31,POS,7011,PMT POS REF103521,2024-01-31,USD,AUTO,C0000209,SMB,MW,B027,52369.63,49982.32,6,48228.04
T000000519,A00000408,2024-01-31,WDR,35.05,WIRE,0000,WDR WIRE REF972904,2024-01-31,USD,CHK,C0000209,SMB,MW,B046,15804.68,15769.630000000001,6,15769.630000000001
T000000520,A00000409,2024-01-31,CHG,9.95,BRANCH,0000,CHG WIRE REF975289,2024-01-31,USD,CC,C0000210,SMB,SE,B008,8725.52,8715.57,3,8715.57
T000000521,A00000410,2024-01-31,PMT,2680.34,ATM,0000,PMT BRANCH REF535109,2024-01-31,USD,PERS,C0000210,SMB,SE,B004,28613.38,25933.04,3,25933.04
T000000522,A00000414,2024-01-31,FEE,9.95,BRANCH,5541,FEE ATM REF369183,2024-01-31,USD,CHK,C0000213,RET,W,B030,198.3,188.35000000000002,4,188.35000000000002
T000000523,A00000414,2024-01-31,DEP,15.9,BRANCH,5812,DEP BRANCH REF224039,2024-01-31,USD,CHK,C0000213,RET,W,B030,198.3,214.20000000000002,4,204.25000000000003
T000000524,A00000414,2024-01-31,WDR,8.45,POS,5912,WDR BRANCH REF835587,2024-01-31,USD,CHK,C0000213,RET,W,B030,198.3,189.85000000000002,4,195.80000000000004
T000000525,A00000415,2024-01-31,PMT,176.02,BRANCH,5541,PMT POS REF991100,2024-01-31,USD,CC,C0000214,PREM,NE,B038,8202.87,8026.85,6,8026.85
T000000526,A00000416,2024-01-31,TRF,95.27,ATM,0000,TRF WIRE REF900362,2024-01-31,USD,MMA,C0000214,PREM,NE,B017,138105.29,138200.56,6,138200.56
T000000527,A00000417,2024-01-31,WDR,78.95,WIRE,6011,WDR ATM REF352115,2024-01-31,USD,CHK,C0000214,PREM,NE,B026,4263.44,4184.49,6,4184.49
T000000528,A00000418,2024-01-31,WDR,13.63,WIRE,5912,WDR ATM REF639313,2024-01-31,USD,IRA,C0000215,RET,NE,B032,18831.36,18817.73,,18817.73
T000000529,A00000419,2024-01-31,WDR,109.95,ACH,5411,WDR ATM REF867619,2024-01-31,USD,CD,C0000215,RET,NE,B013,63148.3,63038.350000000006,,63038.350000000006
T000000530,A00000420,2024-01-31,INT,92.91,BRANCH,5812,INT ONLINE REF241905,2024-01-31,USD,CC,C0000216,PREM,MW,B009,18148.24,18241.15,3,18241.15
T000000531,A00000420,2024-01-31,ADJ,-1103.25,BRANCH,5912,ADJ WIRE REF858105,2024-01-31,USD,CC,C0000216,PREM,MW,B009,18148.24,17044.99,3,17137.9
T000000532,A00000420,2024-01-31,INT,189.43,ONLINE,5541,INT ONLINE REF408344,2024-01-31,USD,CC,C0000216,PREM,MW,B009,18148.24,18337.670000000002,3,17327.33
T000000533,A00000421,2024-01-31,WDR,235.85,POS,6011,WDR POS REF611269,2024-02-01,USD,SAV,C0000216,PREM,MW,B015,3854.92,3619.07,3,3619.07
T000000534,A00000422,2024-01-31,TRF,-52.59,ACH,4900,TRF ATM REF955598,2024-01-31,USD,CHK,C0000217,RET,NW,B045,1515.99,1463.4,6,1463.4
T000000535,A00000422,2024-01-31,DEP,171.54,MOBILE,4900,DEP ONLINE REF846577,2024-01-31,USD,CHK,C0000217,RET,NW,B045,1515.99,1687.53,6,1634.94
T000000536,A00000425,2024-01-31,TRF,33.53,MOBILE,5812,TRF ONLINE REF194599,2024-01-31,USD,IRA,C0000219,RET,MW,B025,10742.3,10775.83,3,10775.83
T000000537,A00000427,2024-01-31,WDR,43.68,ATM,5541,WDR ACH REF732111,2024-01-31,USD,CHK,C0000219,RET,MW,B014,976.87,933.19,3,933.19
T000000538,A00000427,2024-01-31,FEE,25,WIRE,5812,FEE ONLINE REF899841,2024-01-31,USD,CHK,C0000219,RET,MW,B014,976.87,951.87,3,908.19
T000000539,A00000427,2024-01-31,DEP,161.95,ONLINE,0000,DEP ONLINE REF936470,2024-01-31,USD,CHK,C0000219,RET,MW,B014,976.87,1138.82,3,1070.14
T000000540,A00000429,2024-01-31,INT,7.12,ACH,0000,INT ACH REF645730,2024-01-31,USD,LOC,C0000220,PREM,NW,B033,9147.76,9154.880000000001,3,9154.880000000001
T000000541,A00000429,2024-01-31,PMT,1421.93,ONLINE,5912,PMT ONLINE REF172580,2024-02-01,USD,LOC,C0000220,PREM,NW,B033,9147.76,7725.83,3,7732.950000000001
T000000542,A00000430,2024-01-31,DEP,63.15,MOBILE,6011,DEP WIRE REF661149,2024-02-01,USD,MMA,C0000221,RET,W,B042,143580.34,143643.49,4,143643.49
T000000543,A00000430,2024-01-31,WDR,213.5,WIRE,5812,WDR MOBILE REF335675,2024-02-01,USD,MMA,C0000221,RET,W,B042,143580.34,143366.84,4,143429.99
T000000544,A00000430,2024-01-31,TRF,-101.89,BRANCH,4900,TRF POS REF430042,2024-01-31,USD,MMA,C0000221,RET,W,B042,143580.34,143478.44999999998,4,143328.09999999998
T000000545,A00000431,2024-01-31,PMT,344.12,MOBILE,5812,PMT ONLINE REF865701,2024-01-31,USD,PERS,C0000222,RET,SW,B002,13839.28,13495.16,4,13495.16
T000000546,A00000432,2024-01-31,DEP,93.6,ONLINE,5411,DEP ACH REF775459,2024-02-01,USD,CHK,C0000222,RET,SW,B019,97635.8,97729.40000000001,4,97729.40000000001
T000000547,A00000434,2024-01-31,DEP,164.93,MOBILE,5812,DEP MOBILE REF265718,2024-02-01,USD,CHK,C0000223,PREM,W,B018,315.25,480.18,2,480.18
T000000548,A00000436,2024-01-31,TRF,122.68,ATM,0000,TRF ONLINE REF663275,2024-01-31,USD,CHK,C0000224,PB,NW,B032,25913.07,26035.75,2,26035.75
T000000549,A00000437,2024-01-31,INT,91.57,POS,7011,INT POS REF434192,2024-02-01,USD,CC,C0000224,PB,NW,B026,119.42,210.99,2,210.99
T000000550,A00000438,2024-01-31,PMT,959,ACH,7011,PMT MOBILE REF380828,2024-01-31,USD,MTG,C0000225,RET,W,B028,352913.13,351954.13,4,351954.13
T000000551,A00000439,2024-01-31,PMT,469.32,BRANCH,5541,PMT BRANCH REF286260,2024-01-31,USD,AUTO,C0000226,RET,W,B015,35772.34,35303.02,5,35303.02
T000000552,A00000439,2024-01-31,PMT,3093.48,POS,6011,PMT MOBILE REF516603,2024-02-01,USD,AUTO,C0000226,RET,W,B015,35772.34,32678.859999999997,5,32209.539999999997
T000000553,A00000439,2024-01-31,CHG,12,MOBILE,7011,CHG MOBILE REF364069,2024-01-31,USD,AUTO,C0000226,RET,W,B015,35772.34,35760.34,5,32197.539999999997
T000000554,A00000440,2024-01-31,FEE,3,ATM,0000,FEE ACH REF978501,2024-01-31,USD,IRA,C0000226,RET,W,B036,9828.8,9825.8,5,9825.8
T000000555,A00000441,2024-01-31,CHG,12,BRANCH,4900,CHG ATM REF575735,2024-01-31,USD,AUTO,C0000226,RET,W,B047,44413.21,44401.21,5,44401.21
T000000556,A00000442,2024-01-31,CHG,9.95,ONLINE,6011,CHG POS REF755002,2024-01-31,USD,PERS,C0000226,RET,W,B028,14563.5,14553.55,5,14553.55
T000000557,A00000444,2024-01-31,FEE,3,ONLINE,5541,FEE ACH REF221062,2024-02-01,USD,SAV,C0000227,PREM,NW,B022,8143.07,8140.07,4,8140.07
T000000558,A00000446,2024-01-31,WDR,108.66,ACH,6011,WDR ONLINE REF152411,2024-01-31,USD,CHK,C0000227,PREM,NW,B017,5676.14,5567.4800000000005,4,5567.4800000000005
T000000559,A00000448,2024-01-31,PMT,2372.35,ACH,0000,PMT POS REF723716,2024-01-31,USD,MTG,C0000228,SMB,SW,B011,372150.74,369778.39,5,369778.39
T000000560,A00000449,2024-01-31,TRF,31.68,ONLINE,5912,TRF ONLINE REF956633,2024-01-31,USD,SAV,C0000229,RET,MW,B020,46200.61,46232.29,3,46232.29
T000000561,A00000450,2024-01-31,PMT,2424.03,BRANCH,0000,PMT ACH REF739982,2024-01-31,USD,MTG,C0000229,RET,MW,B005,838951.5,836527.47,3,836527.47
T000000562,A00000451,2024-01-31,WDR,10.87,ONLINE,4900,WDR POS REF779536,2024-01-31,USD,SAV,C0000230,RET,NE,B011,69419.15,69408.28,6,69408.28
T000000563,A00000451,2024-01-31,WDR,78.56,ONLINE,5812,WDR WIRE REF170031,2024-01-31,USD,SAV,C0000230,RET,NE,B011,69419.15,69340.59,6,69329.72
T000000564,A00000451,2024-01-31,FEE,35,POS,5541,FEE ACH REF314323,2024-01-31,USD,SAV,C0000230,RET,NE,B011,69419.15,69384.15,6,69294.72
T000000565,A00000453,2024-01-31,CHG,9.95,BRANCH,5541,CHG MOBILE REF288058,2024-01-31,USD,CC,C0000231,RET,SW,B032,9247.51,9237.56,2,9237.56
T000000566,A00000453,2024-01-31,PMT,1605.31,BRANCH,4900,PMT ONLINE REF471710,2024-01-31,USD,CC,C0000231,RET,SW,B032,9247.51,7642.200000000001,2,7632.25
T000000567,A00000454,2024-01-31,DEP,13.69,ATM,4900,DEP ONLINE REF782221,2024-01-31,USD,SAV,C0000231,RET,SW,B008,7777.39,7791.08,2,7791.08
T000000568,A00000454,2024-01-31,FEE,25,BRANCH,4900,FEE WIRE REF753687,2024-01-31,USD,SAV,C0000231,RET,SW,B008,7777.39,7752.39,2,7766.08
T000000569,A00000455,2024-01-31,WDR,81.15,BRANCH,0000,WDR BRANCH REF383970,2024-01-31,USD,SAV,C0000232,RET,MW,B047,1321.28,1240.1299999999999,2,1240.1299999999999
T000000570,A00000456,2024-01-31,PMT,2528.3,BRANCH,0000,PMT WIRE REF285836,2024-02-01,USD,PERS,C0000232,RET,MW,B016,6277.06,3748.76,2,3748.76
T000000571,A00000457,2024-01-31,WDR,1361.44,POS,5411,WDR ATM REF283466,2024-01-31,USD,SAV,C0000233,RET,SW,B048,379.81,-981.6300000000001,3,-981.6300000000001
T000000572,A00000458,2024-01-31,WDR,23.17,MOBILE,5912,WDR MOBILE REF727690,2024-01-31,USD,CHK,C0000234,RET,SE,B048,70941.12,70917.95,6,70917.95
T000000573,A00000459,2024-01-31,DEP,284.53,POS,4900,DEP POS REF424435,2024-02-01,USD,SAV,C0000234,RET,SE,B042,4062.91,4347.44,6,4347.44
T000000574,A00000459,2024-01-31,DEP,442.41,ONLINE,4900,DEP MOBILE REF218573,2024-01-31,USD,SAV,C0000234,RET,SE,B042,4062.91,4505.32,6,4789.849999999999
T000000575,A00000459,2024-01-31,DEP,91.4,MOBILE,5812,DEP WIRE REF111071,2024-02-01,USD,SAV,C0000234,RET,SE,B042,4062.91,4154.3099999999995,6,4881.249999999999
T000000576,A00000459,2024-01-31,WDR,50.41,BRANCH,5541,WDR ONLINE REF651144,2024-01-31,USD,SAV,C0000234,RET,SE,B042,4062.91,4012.5,6,4830.839999999999
T000000577,A00000459,2024-01-31,WDR,80.44,ONLINE,6011,WDR ACH REF122734,2024-02-01,USD,SAV,C0000234,RET,SE,B042,4062.91,3982.47,6,4750.4
T000000578,A00000459,2024-01-31,INT,172.05,BRANCH,7011,INT ATM REF998720,2024-01-31,USD,SAV,C0000234,RET,SE,B042,4062.91,4234.96,6,4922.45
T000000579,A00000462,2024-01-31,REV,342.69,ATM,6011,REV WIRE REF438656,2024-02-01,USD,CHK,C0000236,RET,NE,B015,42598.31,42941,6,42941
T000000580,A00000463,2024-01-31,FEE,35,BRANCH,5411,FEE ATM REF823592,2024-02-01,USD,LOC,C0000237,CORP,NE,B023,104337.23,104302.23,3,104302.23
T000000581,A00000463,2024-01-31,PMT,1582.88,POS,4900,PMT WIRE REF477199,2024-01-31,USD,LOC,C0000237,CORP,NE,B023,104337.23,102754.34999999999,3,102719.34999999999
T000000582,A00000465,2024-01-31,TRF,-2.64,POS,6011,TRF BRANCH REF188578,2024-01-31,USD,MMA,C0000238,RET,SW,B009,9428.69,9426.050000000001,2,9426.050000000001
T000000583,A00000465,2024-01-31,DEP,14.85,WIRE,7011,DEP MOBILE REF358515,2024-01-31,USD,MMA,C0000238,RET,SW,B009,9428.69,9443.54,2,9440.900000000001
T000000584,A00000466,2024-01-31,WDR,628.44,BRANCH,5812,WDR ONLINE REF915806,2024-02-01,USD,CHK,C0000238,RET,SW,B038,26968.69,26340.25,2,26340.25
T000000585,A00000467,2024-01-31,INT,106.12,ATM,0000,INT POS REF655915,2024-01-31,USD,CC,C0000239,RET,MW,B013,7136.77,7242.89,2,7242.89
T000000586,A00000467,2024-01-31,INT,200.16,MOBILE,6011,INT ONLINE REF677470,2024-01-31,USD,CC,C0000239,RET,MW,B013,7136.77,7336.93,2,7443.05
T000000587,A00000467,2024-01-31,PMT,1460.76,ONLINE,5812,PMT WIRE REF464774,2024-01-31,USD,CC,C0000239,RET,MW,B013,7136.77,5676.01,2,5982.29
T000000588,A00000468,2024-01-31,WDR,57.6,MOBILE,5411,WDR POS REF433257,2024-02-01,USD,CHK,C0000240,RET,SE,B002,7494.19,7436.589999999999,3,7436.589999999999
T000000589,A00000468,2024-01-31,FEE,35,ONLINE,5541,FEE MOBILE REF385117,2024-02-01,USD,CHK,C0000240,RET,SE,B002,7494.19,7459.19,3,7401.589999999999
T000000590,A00000469,2024-01-31,CHG,25,POS,5411,CHG WIRE REF959454,2024-01-31,USD,CC,C0000241,CORP,SE,B039,845.83,820.83,3,820.83
T000000591,A00000469,2024-01-31,CHG,12,POS,7011,CHG MOBILE REF207024,2024-01-31,USD,CC,C0000241,CORP,SE,B039,845.83,833.83,3,808.83
T000000592,A00000469,2024-01-31,PMT,61.42,ACH,4900,PMT ONLINE REF314502,2024-02-01,USD,CC,C0000241,CORP,SE,B039,845.83,784.4100000000001,3,747.4100000000001
T000000593,A00000471,2024-01-31,TRF,299,WIRE,5541,TRF ONLINE REF300072,2024-01-31,USD,CD,C0000242,PREM,SE,B039,22814.15,23113.15,3,23113.15
T000000594,A00000471,2024-01-31,WDR,207.75,ATM,4900,WDR BRANCH REF317586,2024-01-31,USD,CD,C0000242,PREM,SE,B039,22814.15,22606.4,3,22905.4
T000000595,A00000471,2024-01-31,DEP,13.18,ONLINE,7011,DEP POS REF337175,2024-01-31,USD,CD,C0000242,PREM,SE,B039,22814.15,22827.33,3,22918.58
T000000596,A00000471,2024-01-31,WDR,71.45,ONLINE,7011,WDR ATM REF885766,2024-01-31,USD,CD,C0000242,PREM,SE,B039,22814.15,22742.7,3,22847.13
T000000597,A00000471,2024-01-31,DEP,465.59,MOBILE,6011,DEP ACH REF686190,2024-01-31,USD,CD,C0000242,PREM,SE,B039,22814.15,23279.74,3,23312.72
T000000598,A00000471,2024-01-31,DEP,56.96,ONLINE,5912,DEP ONLINE REF850025,2024-01-31,USD,CD,C0000242,PREM,SE,B039,22814.15,22871.11,3,23369.68
T000000599,A00000472,2024-01-31,WDR,20.07,ACH,7011,WDR MOBILE REF567890,2024-01-31,USD,SAV,C0000243,RET,MW,B039,27368.4,27348.33,4,27348.33
T000000600,A00000474,2024-01-31,CHG,35,MOBILE,6011,CHG ATM REF803599,2024-01-31,USD,CC,C0000244,SMB,NE,B046,1215.09,1180.09,2,1180.09
T000000601,A00000475,2024-01-31,FEE,3,ATM,5912,FEE POS REF668953,2024-01-31,USD,CC,C0000245,PREM,NE,B032,378.52,375.52,6,375.52
T000000602,A00000476,2024-01-31,PMT,2525.71,POS,6011,PMT BRANCH REF263934,2024-01-31,USD,MTG,C0000245,PREM,NE,B020,90100.9,87575.18999999999,6,87575.18999999999
T000000603,A00000477,2024-01-31,WDR,107345.92,ACH,4900,DEP ATM REF712090,2024-02-01,USD,IRA,C0000245,PREM,NE,B019,76980.41,-30365.509999999995,6,-30365.509999999995
T000000604,A00000478,2024-01-31,PMT,1444.58,MOBILE,0000,PMT BRANCH REF498691,2024-01-31,USD,CC,C0000245,PREM,NE,B047,5913.77,4469.1900000000005,6,4469.1900000000005
T000000605,A00000479,2024-01-31,WDR,172.67,MOBILE,0000,WDR ACH REF635704,2024-01-31,USD,CHK,C0000246,RET,W,B020,487.54,314.87,3,314.87
T000000606,A00000479,2024-01-31,DEP,17.4,BRANCH,6011,DEP ACH REF100324,2024-01-31,USD,CHK,C0000246,RET,W,B020,487.54,504.94,3,332.27
T000000607,A00000480,2024-01-31,CHG,25,MOBILE,6011,CHG ONLINE REF993551,2024-01-31,USD,MTG,C0000246,RET,W,B026,288152.94,288127.94,3,288127.94
T000000608,A00000483,2024-01-31,CHG,9.95,MOBILE,4900,CHG BRANCH REF982953,2024-01-31,USD,MTG,C0000248,PB,SW,B021,200525.74,200515.78999999998,2,200515.78999999998
T000000609,A00000485,2024-01-31,REV,62.48,POS,5812,REV POS REF273899,2024-01-31,USD,CHK,C0000249,RET,MW,B045,94926.65,94989.12999999999,2,94989.12999999999
T000000610,A00000486,2024-01-31,WDR,1020.26,ACH,0000,WDR ONLINE REF386624,2024-01-31,USD,MMA,C0000249,RET,MW,B035,-1180.17,-2200.4300000000003,2,-2200.4300000000003
